,id,text,author
5882,id00254,"Perhaps one reason though it cannot apply to uninformed strangers is that the natives are now repellently decadent, having gone far along that path of retrogression so common in many New England backwaters.",HPL
5883,id03528,"God, that hand The window The window When the last days were upon me, and the ugly trifles of existence began to drive me to madness like the small drops of water that torturers let fall ceaselessly upon one spot of their victim's body, I loved the irradiate refuge of sleep.",HPL
5884,id24684,"No defect in the machinery or carelessness in the men had been noticed, yet without warning the ship was racked from end to end with a colossal shock.",HPL
5885,id07136,"Sir Alfred Jermyn was a baronet before his fourth birthday, but his tastes never matched his title.",HPL
5886,id05764,"I had heard no speech so far in this quarter, and was unaccountably anxious not to do so.",HPL
5887,id20295,Hark here comes a troop of a similar description.,EAP
5888,id00601,"The youth's febrile mind, apparently, was dwelling on strange things; and the doctor shuddered now and then as he spoke of them.",HPL
5889,id25816,"He led me out of that tangle of alleys in another direction, it seems, for when we sighted a lamp post we were in a half familiar street with monotonous rows of mingled tenement blocks and old houses.",HPL
5890,id20497,"Indeed, who would credit that Justine Moritz, who was so amiable, and fond of all the family, could suddenly become so capable of so frightful, so appalling a crime?""",MWS
5891,id20394,"Then beyond the hill's crest I saw Kingsport outspread frostily in the gloaming; snowy Kingsport with its ancient vanes and steeples, ridgepoles and chimney pots, wharves and small bridges, willow trees and graveyards; endless labyrinths of steep, narrow, crooked streets, and dizzy church crowned central peak that time durst not touch; ceaseless mazes of colonial houses piled and scattered at all angles and levels like a child's disordered blocks; antiquity hovering on grey wings over winter whitened gables and gambrel roofs; fanlights and small paned windows one by one gleaming out in the cold dusk to join Orion and the archaic stars.",HPL
5892,id03542,"But the weather was serene, and as I walked on I fell into no unpleasing reveries.",MWS
5893,id26624,"We object to it as a mere theory assumed in the first place, and to which circumstances are afterwards made to adapt themselves.",EAP
5894,id25282,"""If now, in addition to all these things, you have properly reflected upon the odd disorder of the chamber, we have gone so far as to combine the ideas of an agility astounding, a strength superhuman, a ferocity brutal, a butchery without motive, a grotesquerie in horror absolutely alien from humanity, and a voice foreign in tone to the ears of men of many nations, and devoid of all distinct or intelligible syllabification.",EAP
5895,id04809,"I said to myself, with all the ardour of a sculptor, that this man was a faun's statue out of antique Hellas, dug from a temple's ruins and brought somehow to life in our stifling age only to feel the chill and pressure of devastating years.",HPL
5896,id26605,"Yet perhaps I shall not be too late.""",MWS
5897,id15561,"In the radical theory of reanimation they saw nothing but the immature vagaries of a youthful enthusiast whose slight form, yellow hair, spectacled blue eyes, and soft voice gave no hint of the supernormal almost diabolical power of the cold brain within.",HPL
5898,id09522,"There was a simple, natural earnestness about her that interested me in her fate, especially when she assured me that her husband was the best of men, had been so, till want of business during these unhappy times had thrown him into bad company.",MWS
5899,id06356,"Perhaps the gradation of his copy rendered it not so readily perceptible; or, more possibly, I owed my security to the master air of the copyist, who, disdaining the letter, which in a painting is all the obtuse can see, gave but the full spirit of his original for my individual contemplation and chagrin.",EAP
5900,id13134,The Inquisition was in the hands of its enemies.,EAP
5901,id03429,"The trees were lithe, mirthful, erect bright, slender, and graceful, of eastern figure and foliage, with bark smooth, glossy, and parti colored.",EAP
5902,id13901,"You will not do this, I know you will not.",MWS
5903,id13062,"St. John is a mangled corpse; I alone know why, and such is my knowledge that I am about to blow out my brains for fear I shall be mangled in the same way.",HPL
5904,id17117,"A truce to philosophy Life is before me, and I rush into possession.",MWS
5905,id04122,"I saw from the beginning that he was both interested and sympathetic, and when I had finished he analysed and discussed the thing with the greatest shrewdness and judgment.",HPL
5906,id08658,"Ryland was a man of obscure birth and of immense wealth, inherited from his father, who had been a manufacturer.",MWS
5907,id16535,I might be driven into the wide Atlantic and feel all the tortures of starvation or be swallowed up in the immeasurable waters that roared and buffeted around me.,MWS
5908,id18568,"Accordingly I kept north along Main to Martin, then turning inland, crossing Federal Street safely north of the Green, and entering the decayed patrician neighbourhood of northern Broad, Washington, Lafayette, and Adams Streets.",HPL
5909,id07525,"The air of death and desertion was ghoulish, and the smell of fish almost insufferable; but I was resolved to let nothing deter me.",HPL
5910,id16475,"Such were the strange and incredible events, that finally brought about my union with the sister of my best friend, with my adored Idris.",MWS
5911,id26930,"As if beckoned by those who had gone before, I half floated between the titanic snowdrifts, quivering and afraid, into the sightless vortex of the unimaginable.",HPL
5912,id07442,"Of the worst portion of the crimes committed, it is probable that he is innocent.",EAP
5913,id22622,"Subsequently he seemed to be satisfied, and crossing to a chair by the table wrote a brief note, handed it to me, and returned to the table, where he began to write rapidly and incessantly.",HPL
5914,id25170,"He professed excessive astonishment, of course, but congratulated me most cordially, and proffered every assistance in his power.",EAP
5915,id14015,"This was unreasonable, and I told him so in a speech of some length.",EAP
5916,id21490,But so blind is the experience of man that what I conceived to be the best assistants to my plan may have entirely destroyed it.,MWS
5917,id20865,"We discussed the best means of preventing infection, and of preserving health and activity in a large city thus afflicted London, for instance.",MWS
5918,id20014,She understood my gesture; again her head fell; again her fingers worked restlessly.,MWS
5919,id21016,"The Essex County histories on the library shelves had very little to say, except that the town was founded in , noted for shipbuilding before the Revolution, a seat of great marine prosperity in the early nineteenth century, and later a minor factory centre using the Manuxet as power.",HPL
5920,id18431,"They were eyeing, from behind a huge flagon of unpaid for ""humming stuff,"" the portentous words, ""No Chalk,"" which to their indignation and astonishment were scored over the doorway by means of that very mineral whose presence they purported to deny.",EAP
5921,id05226,"But she was humble and obedient, and sat meekly for many weeks in the dark, high turret chamber where the light dripped upon the pale canvas only from overhead.",EAP
5922,id26659,"""What can he be?"" said big Miss Bas Bleu.",EAP
5923,id22664,"In his teeth the villain held the bell rope, which he kept jerking about with his head, raising such a clatter that my ears ring again even to think of it.",EAP
5924,id17999,"In this project I succeeded perfectly well at the first effort, and by the time I was fairly eighteen, found myself doing an extensive and profitable business in the Tailor's Walking Advertisement line.",EAP
5925,id13384,The very memory half unmans me.,MWS
5926,id05557,They were both then lying on the sacking of the bedstead in the chamber where Mademoiselle L. was found.,EAP
5927,id13687,"Old Keziah, he reflected, might have had excellent reasons for living in a room with peculiar angles; for was it not through certain angles that she claimed to have gone outside the boundaries of the world of space we know?",HPL
5928,id01806,"Onct I tried suthin' funny here, young Sir, don't git skeert all I done was ter look at the picter afore I kilt the sheep for market killin' sheep was kinder more fun arter lookin' at it "" The tone of the old man now sank very low, sometimes becoming so faint that his words were hardly audible.",HPL
5929,id00193,"It was a low, dull, quick sound much such a sound as a watch makes when enveloped in cotton.",EAP
5930,id13698,No tellin' what any o' them Kanakys will chance to git a holt of when the sea bottom throws up some island with ruins older'n the deluge.,HPL
5931,id21208,"The gloomy and dreary grandeur of the building, the almost savage aspect of the domain, the many melancholy and time honored memories connected with both, had much in unison with the feelings of utter abandonment which had driven me into that remote and unsocial region of the country.",EAP
5932,id01107,"I am now, however, resolv'd to unburthen myself of a Secret which I have hitherto kept thro' Dread of Incredulity; and to impart to the Publick a true knowledge of my long years, in order to gratifie their taste for authentick Information of an Age with whose famous Personages I was on familiar Terms.",HPL
5933,id04362,"It was so old, he added, that no one now could be expected to recognise it.",HPL
5934,id12133,Thus although she appeared to be less initiated in the mysteries of life and society than he her knowledge was of a deeper kind and laid on firmer foundations; and if even her beauty and sweetness had not fascinated him her understanding would ever have held his in thrall.,MWS
5935,id20860,We came at last to the road that led to the town of and at an inn there we heard that my father had passed by somewhat before sunset; he had observed the approaching storm and had hired a horse for the next town which was situated a mile from the sea that he might arrive there before it should commence: this town was five miles off.,MWS
5936,id07238,"My strict integrity, economy, and rigorous business habits, here again came into play.",EAP
5937,id11718,"Between then and the next January we secured three more; one total failure, one case of marked muscular motion, and one rather shivery thing it rose of itself and uttered a sound.",HPL
5938,id01433,"Attentively perusing this animated volume, I was the less surprised at the tale I read on the new turned page.",MWS
5939,id09666,Is not every word an impulse on the air?,EAP
5940,id11206,"It had evidently impressed the whole countryside more than a little, for mention was made of specimens in the museum of Miskatonic University at Arkham, and in the display room of the Newburyport Historical Society.",HPL
5941,id12375,"He has journied on the road that leads to it, and joined the mighty of soul who went before him.",MWS
5942,id26295,On the morning of the th Gilman awaked into a maelstrom of horror.,HPL
5943,id27755,"You needn't think I'm crazy, Eliot plenty of others have queerer prejudices than this.",HPL
5944,id00053,During the whole of the day I continued to near the ice.,EAP
5945,id12888,"Much that I encountered on the way contributed, I know not how, to heighten the vague sentiments of which I have already spoken.",EAP
5946,id13480,"Yet, before I departed, there was a task to perform, on which I shuddered to reflect; I must pack up my chemical instruments, and for that purpose I must enter the room which had been the scene of my odious work, and I must handle those utensils the sight of which was sickening to me.",MWS
5947,id08840,"But there is something excessively unphilosophical in the attempt on the part of Le Moniteur, to rebut the general assertion of L'Etoile, by a citation of particular instances militating against that assertion.",EAP
5948,id25249,"For a long hour the watchers gazed, whilst the vapours swirled and the screen of clouds grew thicker and more restless.",HPL
5949,id11096,"There were no widespread tales of rattling chains, cold currents of air, extinguished lights, or faces at the window.",HPL
5950,id25419,"He turned on hearing a noise, and perceiving me, shrieked loudly, and quitting the hut, ran across the fields with a speed of which his debilitated form hardly appeared capable.",MWS
5951,id25183,"And the dress had trimmings of green agraffas, and seven graceful flounces of the orange colored auricula.",EAP
5952,id03868,"Then taking also from the drawer the Automaton's set of chess men, he arranges them upon the chessboard before the figure.",EAP
5953,id27240,"I pursued him, and for many months this has been my task.",MWS
5954,id25740,"Messrs. Ricci and Silva met in Water Street by the old man's front gate, and although they did not like the way the moon shone down upon the painted stones through the budding branches of the gnarled trees, they had more important things to think about than mere idle superstition.",HPL
5955,id21214,"She did not appear to understand him, but smiled.",MWS
5956,id06335,"""Everybody was in a bad way them days.",HPL
5957,id10048,"I remember how I shuddered at his facial expression on the night before the awful happening, when he talked so incessantly of his theory, why certain corpses never decay, but rest firm and fat in their tombs for a thousand years.",HPL
5958,id08626,"If a thief had taken any, why did he not take the best why did he not take all?",EAP
5959,id23973,"Whisper it not, let the demons hear and rejoice The choice is with us; let us will it, and our habitation becomes a paradise.",MWS
5960,id10414,"""Let us assume , then, as e.",EAP
5961,id24489,"We did, however, deem ourselves justified in assuming that it was a living organism highly susceptible to electrical storms; and although certain of the stories suggested wings, we believed that its aversion for open spaces made land locomotion a more probable theory.",HPL
5962,id08038,"Neither grief, philosophy, nor love could make Perdita think with mildness of the dereliction of Raymond.",MWS
5963,id09370,"Being now afraid to live alone in the ancient house on the moor, I departed on the following day for London, taking with me the amulet after destroying by fire and burial the rest of the impious collection in the museum.",HPL
5964,id19689,"That was it, by heaven The man was not a fantaisiste or romanticist at all he did not even try to give us the churning, prismatic ephemera of dreams, but coldly and sardonically reflected some stable, mechanistic, and well established horror world which he saw fully, brilliantly, squarely, and unfalteringly.",HPL
5965,id07373,"In the darkness every faint noise of the night seemed magnified, and a flood of doubly unpleasant thoughts swept over me.",HPL
5966,id09080,"As the earth became more desolate, her difficulty in acquiring sustenance increased; at first, her son, who lived near, had humoured her by placing articles of food in her way: at last he died.",MWS
5967,id20018,Now he felt that he must go north infinitely north.,HPL
5968,id18640,"If many were prevented from adventuring to California, by the mere apprehension that gold would so materially diminish in value, on account of its plentifulness in the mines there, as to render the speculation of going so far in search of it a doubtful one what impression will be wrought now, upon the minds of those about to emigrate, and especially upon the minds of those actually in the mineral region, by the announcement of this astounding discovery of Von Kempelen?",EAP
5969,id07877,"He at length opened it, and drawing there from a huge letter sealed with red sealing wax and tied carefully with red tape, let it fall precisely at the feet of the burgomaster, Superbus Von Underduk.",EAP
5970,id08142,The effect was titanic altogether unthinkable and I might have stared indefinitely had not the sound of the piping seemed to grow stronger at my left.,HPL
5971,id25467,They would have it that Coleridge wrote the paper but not so.,EAP
5972,id10427,"But as there is really no end to diddling, so there would be none to this essay, were I even to hint at half the variations, or inflections, of which this science is susceptible.",EAP
5973,id22147,"""Be ready,"" said Dupin, ""with your pistols, but neither use them nor show them until at a signal from myself.""",EAP
5974,id02660,"""It is a mere typographical error.",EAP
5975,id09082,"""D ,"" replied Dupin, ""is a desperate man, and a man of nerve.",EAP
5976,id11974,I had indulged more freely than usual in the excesses of the wine table; and now the suffocating atmosphere of the crowded rooms irritated me beyond endurance.,EAP
5977,id01425,To say that we actually believed in vampires or werewolves would be a carelessly inclusive statement.,HPL
5978,id16066,"No matter: I do not wish to plead my cause before any of them, not even before your Lordship, had you not first discovered me.",MWS
5979,id01197,"A thousand times would I have shed my own blood, drop by drop, to have saved their lives; but I could not, my father, indeed I could not sacrifice the whole human race.""",MWS
5980,id04278,Am I not the most miserable worm that crawls?,MWS
5981,id06578,The best chess player in Christendom may be little more than the best player of chess; but proficiency in whist implies capacity for success in all those more important undertakings where mind struggles with mind.,EAP
5982,id25506,"You will see the necessity, I hope, of quitting Oxford at all events, of quitting instantly my chambers.""",EAP
5983,id13635,I shall never forget the afternoon when first I stumbled upon the half hidden house of death.,HPL
5984,id22808,"""I don't mean that you should be at all this trouble for nothing, sir,"" said the man.",EAP
5985,id06042,"The entire reward thus stood at no less than thirty thousand francs, which will be regarded as an extraordinary sum when we consider the humble condition of the girl, and the great frequency, in large cities, of such atrocities as the one described.",EAP
5986,id14520,"Soon after dark they arrived, and gave me a most cordial welcome.",EAP
5987,id03625,"She tried to rouse herself, but her eyes every now and then filled with tears, and she looked wistfully on Raymond and her girl, as if fearful that some evil would betide them.",MWS
5988,id05767,"It was amusing to think that creatures so diminutive as the lunarians, and bearing so little resemblance to humanity, yet evinced a mechanical ingenuity so much superior to our own.",EAP
5989,id09477,"In an evil hour I subscribed to a lie; and now only am I truly miserable.""",MWS
5990,id03886,"I would wish them to seek out for me, in the details I am about to give, some little oasis of fatality amid a wilderness of error.",EAP
5991,id09852,He looked on the structure of society as but a part of the machinery which supported the web on which his life was traced.,MWS
5992,id07613,Yet I would die to make her happy.,MWS
5993,id01102,"All these things, however, the Elder Ones only may decide; and meanwhile the morning mist still comes up by that lonely vertiginous peak with the steep ancient house, that grey low eaved house where none is seen but where evening brings furtive lights while the north wind tells of strange revels.",HPL
5994,id26047,"It was surely that I might fulfil my destiny, which is now drawing to a close.",MWS
5995,id09811,"This being so, they could not have refastened the sashes from the inside, as they were found fastened; the consideration which put a stop, through its obviousness, to the scrutiny of the police in this quarter.",EAP
5996,id20536,"He had awaked to find himself standing bloody handed in the snow before his cabin, the mangled corpse of his neighbour Peter Slader at his feet.",HPL
5997,id23238,My own case differed in no important particular from those mentioned in medical books.,EAP
5998,id02668,The scene of the two outrages will naturally be supposed identical.,EAP
5999,id10406,"The bottoms and tops of bedposts are employed in the same way.""",EAP
6000,id21447,"Let any one who, being at heart a lover of nature, is yet chained by duty to the dust and heat of this great metropolis let any such one attempt, even during the weekdays, to slake his thirst for solitude amid the scenes of natural loveliness which immediately surround us.",EAP
6001,id06187,"What, then, must have been my amazement when I heard the Frenchman speak what he had just spoken, and when I could not help acknowledging that he had spoken the truth.",EAP
6002,id20941,"At first the high priests liked not these festivals, for there had descended amongst them queer tales of how the sea green eikon had vanished, and how Taran Ish had died from fear and left a warning.",HPL
6003,id00004,"He might see, perhaps, one or two points with unusual clearness, but in so doing he, necessarily, lost sight of the matter as a whole.",EAP
6004,id05333,"He was ready to go back to old times, and commemorate the contests of our fathers, and the monarch's abdication.",MWS
6005,id03498,"Length of years, and subsequent reflection, have enabled me to trace, indeed, some remote connection between this passage in the English moralist and a portion of the character of Ligeia.",EAP
6006,id16070,"After the beams came clouds, and then I slept.",HPL
6007,id05258,"His soul overflowed with ardent affections, and his friendship was of that devoted and wondrous nature that the world minded teach us to look for only in the imagination.",MWS
6008,id15176,"Before the marble walls on the appointed night were pitched the pavilions of princes and the tents of travellers, and all the shore resounded with the song of happy revellers.",HPL
6009,id17931,"He was an excellent ""whip,"" however; and having doffed his cassock to put on a great coat, he drove the hack which conveyed the ""happy couple"" out of town.",EAP
6010,id26778,What it was that Pompey saw so very peculiar in my appearance I have never yet been able to find out.,EAP
6011,id07946,"He was trying to make a noise; to ward something off or drown something out what, I could not imagine, awesome though I felt it must be.",HPL
6012,id03855,"This, I thought, was the moment of decision, which was to rob me of or bestow happiness on me forever.",MWS
6013,id16529,"In short, no position can be attained on the wide surface of the natural earth, from which an artistical eye, looking steadily, will not find matter of offence in what is termed the ""composition"" of the landscape.",EAP
6014,id20208,"He remembered that he had promised Perdita to be present this very evening the th of October, anniversary of his election as Protector at a festival given in his honour.",MWS
6015,id27175,"There is something fearful in one who can thus conquer the animal part of our nature, if the victory be not the effect of consummate virtue; nor was it without a mixture of this feeling, that I beheld the figure of the Countess awake when others slept, fasting when I, abstemious naturally, and rendered so by the fever that preyed on me, was forced to recruit myself with food.",MWS
6016,id22443,"Do you remember the story they tell of Abernethy?""",EAP
6017,id19220,"I saw the close moonlit space where they would surge by, and had curious thoughts about the irredeemable pollution of that space.",HPL
6018,id11131,"Reticence such as this is seldom without a cause, nor indeed was ours; for our requirements were those resulting from a life work distinctly unpopular.",HPL
6019,id22504,"Once I thrust a candle within the nearly closed entrance, but could see nothing save a flight of damp stone steps leading downward.",HPL
6020,id25013,"Listen to me, and let yourself be softened by words in which no selfish passion lingers.",MWS
6021,id16673,Windows there were none.,EAP
6022,id27664,"Romantic as all this may appear, I really received a letter from Madame Lalande the beautiful, the wealthy, the idolized Madame Lalande.",EAP
6023,id16171,Discipline was lost; the army disbanded itself.,MWS
6024,id21837,"""For heaven's love Windsor,"" cried Ryland, ""do not mock me with that title.",MWS
6025,id06664,I need not conjure you to look upon me as one of whom all links that once existed between us are broken.,MWS
6026,id00989,"Every day added to his difficulties; the arrival of fresh vessels with emigrants, the total cessation of commerce, the starving multitude that thronged around the palace of the Protectorate, were circumstances not to be tampered with.",MWS
6027,id27745,"Such a tale filled the trumpet of many voiced fame; such a tale rendered my longer stay at Vienna, away from the friend of my youth, intolerable.",MWS
6028,id04561,"""Then up with you as soon as possible, for it will soon be too dark to see what we are about.""",EAP
6029,id17775,It was late in the afternoon when we reached it; as this quarter is at a great distance from that in which we resided.,EAP
6030,id06854,"I could never, while with him, think of his bounty as a remedy to my poverty; and I even put aside hastily his offers of supplies, assuring him of a falsehood, that I needed them not.",MWS
6031,id21141,It was curious that even little Clara observed this law towards her mother.,MWS
6032,id09461,"The excited countryside immediately connected the horror with the haunted Martense mansion, though the localities were over three miles apart.",HPL
6033,id23602,On its ermined floor reposes a single feathery paddle of satin wood; but no oarsmen or attendant is to be seen.,EAP
6034,id23786,"His croak thus o o o o gh o o o o gh was the finest note in the world B flat; and when he put his elbows upon the table thus after taking a glass or two of wine and distended his mouth, thus, and rolled up his eyes, thus, and winked them with excessive rapidity, thus, why then, sir, I take it upon myself to say, positively, that you would have been lost in admiration of the genius of the man.""",EAP
6035,id04192,Let it be one of our first purposes to discover.,EAP
6036,id15053,But you have a husband and lovely children; you may be happy.,MWS
6037,id25590,"She continued with her foster parents and bloomed in their rude abode, fairer than a garden rose among dark leaved brambles.",MWS
6038,id15424,"Years hence we shall recount to them our fears, then passed away with their occasion.",MWS
6039,id12937,You know not what you mean.,MWS
6040,id27052,In this manner the horizon of the æronaut would appear to be on a level with the car.,EAP
6041,id22095,"In the most enchanting of natural landscapes, there will always be found a defect or an excess many excesses and defects.",EAP
6042,id20047,"The rudder is now at the barge office.""",EAP
6043,id23414,I expressed these feelings in my answer.,MWS
6044,id10303,"Then suddenly I came by a rare piece of chance, since it was not in the main body of records and might easily have been missed upon something which aroused my keenest eagerness, fitting in as it did with several of the queerest phases of the affair.",HPL
6045,id16301,"In spite of the misery I deprecated, and could not understand; in spite of the cold hearths of wide London, and the corpse strewn fields of my native land; in spite of all the variety of agonizing emotions I had that evening experienced, I thought that in reply to our melodious adjurations, the Creator looked down in compassion and promise of relief; the awful peal of the heaven winged music seemed fitting voice wherewith to commune with the Supreme; calm was produced by its sound, and by the sight of many other human creatures offering up prayers and submission with me.",MWS
6046,id16408,"He heard with attention the little narration concerning my studies and smiled at the names of Cornelius Agrippa and Paracelsus, but without the contempt that M. Krempe had exhibited.",MWS
6047,id23642,"The shell had been merciful, in a way but West could never feel as certain as he wished, that we two were the only survivors.",HPL
6048,id21108,"We switched from Tremont up Beacon, and Pickman left me at the corner of Joy, where I turned off.",HPL
6049,id27619,"I had known Denys Barry well in America, where he had grown rich, and had congratulated him when he bought back the old castle by the bog at sleepy Kilderry.",HPL
6050,id08298,"It was firmly secured by bands of wrought iron, riveted, and forming a kind of open trelliswork over the whole.",EAP
6051,id14656,"I was anxious and watchful, while my right hand grasped a pistol which was hidden in my bosom; every sound terrified me, but I resolved that I would sell my life dearly and not shrink from the conflict until my own life or that of my adversary was extinguished.",MWS
6052,id02453,Must he tax the landed interest to assist our commercial population?,MWS
6053,id03603,"A large bruise was discovered upon the pit of the stomach, produced, apparently, by the pressure of a knee.",EAP
6054,id02572,"""Is this your promised zeal?"" ""Pardon me,"" I said, ""but even as you speak, I am gone.""",MWS
6055,id26374,"I might waste days in describing how anxiously I watched every change of fleeting circumstance that promised better days, and with what despair I found that each effort of mine aggravated his seeming madness.",MWS
6056,id08982,"A favourite haunt of mine during the day was the ruined cellar of the mansion that had burned down, and in fancy I would picture the structure as it had been in its prime.",HPL
6057,id19816,"A quarrel, it is supposed, providentially led to her return home.",EAP
6058,id01884,The presence of a friend in its armies and councils made us enter into the details with enthusiasm; and a short letter now and then from Raymond told us how he was engrossed by the interests of his adopted country.,MWS
6059,id04695,"In the fifth or sixth he succeeded very partially, and after long continued effort.",EAP
6060,id02831,"""This is better, Mamma,"" said Clara, ""than being in that dismal London, where you often cry, and never laugh as you do now.""",MWS
6061,id24654,"It echoed and echoed through the dim vaultings of that ancient and nitrous cellar, and I had to choke back a flood of reaction that threatened to burst out as hysterical laughter.",HPL
6062,id24048,"These shadows of memory tell, indistinctly, of tall figures that lifted and bore me in silence down down still down till a hideous dizziness oppressed me at the mere idea of the interminableness of the descent.",EAP
6063,id02005,From such books I learned all that I know.,HPL
6064,id21293,"And all this, to be sure, was delicately put; not in broad words for my feelings might be hurt but Whispered so and so In dark hint soft and lowE with downcast eyes, and sympathizing smiles or whimpers; and I listened with quiet countenance while every nerve trembled; I that dared not utter aye or no to all this blasphemy.",MWS
6065,id12734,"My beloved friends were alarmed nay, they expressed their alarm so anxiously, that I dared not pronounce the word plague, that hovered on my lips, lest they should construe my perturbed looks into a symptom, and see infection in my languor.",MWS
6066,id12712,"It might have been done under the Act for the ""Prevention of Cruelty to Animals.""",EAP
6067,id03244,He knew things he didn't dare put into that stupid Magnalia or that puerile Wonders of the Invisible World.,HPL
6068,id00100,"He was, in all his gradations of morbidity between the frankly non human and the degradedly human, establishing a sardonic linkage and evolution.",HPL
6069,id21161,"You must have had occasion to observe how absolutely indispensable, of late years, to the thorough blackguard, has become the pocket handkerchief.""",EAP
6070,id25164,"The white apes and the stuffed goddess were discussed with all the native chiefs of the region, but it remained for a European to improve on the data offered by old Mwanu.",HPL
6071,id02224,"As I turned the corner of the gable, the mastiff bounded towards me in stern silence, but with the eye and the whole air of a tiger.",EAP
6072,id01750,That's haow the Kanakys got wind they was daown thar.,HPL
6073,id13199,"Arithmetical or algebraical calculations are, from their very nature, fixed and determinate.",EAP
6074,id26283,"In the morning I had been reading Glover's ""Leonidas,"" Wilkie's ""Epigoniad,"" Lamartine's ""Pilgrimage,"" Barlow's ""Columbiad,"" Tuckermann's ""Sicily,"" and Griswold's ""Curiosities""; I am willing to confess, therefore, that I now felt a little stupid.",EAP
6075,id06253,"The clocks carved upon the furniture took to dancing as if bewitched, while those upon the mantel pieces could scarcely contain themselves for fury, and kept such a continual striking of thirteen, and such a frisking and wriggling of their pendulums as was really horrible to see.",EAP
6076,id19336,Each moment added to its speed to its headlong impetuosity.,EAP
6077,id26332,"Let a composition be defective, let an emendation be wrought in its mere arrangement of form; let this emendation be submitted to every artist in the world; by each will its necessity be admitted.",EAP
6078,id19521,"The papers thrown on board our balloon are filled with fac similes of the coins, MSS., typography, c., c.",EAP
6079,id14307,"Assured of his being asleep, I returned, took the light, and with it again approached the bed.",EAP
6080,id14454,"Raymond could not resist these signs of distress: he felt perhaps somewhat ashamed of the part he acted of the injured man, he who was in truth the injurer.",MWS
6081,id02254,"Elizabeth, my love, you must supply my place to my younger children.",MWS
6082,id13752,"I could not help observing, however, the inferior scientific knowledge of my companion.",HPL
6083,id11641,"Still all his wishes and endeavours were directed towards her peace, and his chief discomfort arose from the perception that he exerted himself in vain.",MWS
6084,id18213,"And the death just avoided, was of that very character which I had regarded as fabulous and frivolous in the tales respecting the Inquisition.",EAP
6085,id06751,The victim had been seen alive considerably after midnight the dawn revealed the unutterable thing.,HPL
6086,id01196,"It was, Johansen said, like a great barn door; and they all felt that it was a door because of the ornate lintel, threshold, and jambs around it, though they could not decide whether it lay flat like a trap door or slantwise like an outside cellar door.",HPL
6087,id13057,"I was presently relieved, however, by the dropping out of the other eye.",EAP
6088,id05791,"New kinds of faces appeared in The Street; swarthy, sinister faces with furtive eyes and odd features, whose owners spoke unfamiliar words and placed signs in known and unknown characters upon most of the musty houses.",HPL
6089,id25146,"She hastens to make the purchase, gets a bill and receipt, leaves her address, with a request that the article be sent home as speedily as possible, and retires amid a profusion of bows from the shopkeeper.",EAP
6090,id06350,"For a moment I experienced all the pangs of suffocation; I became blind, and deaf, and giddy; and then some invisible fiend, I thought, struck me with his broad palm upon the back.",EAP
6091,id23412,"""This,"" said I at length, to the old man ""this can be nothing else than the great whirlpool of the Maelström.""",EAP
6092,id02412,"And when the red Aldebaran had crawled more than half way around the horizon, there were again darkness and silence.",HPL
6093,id26136,I could read the influence of my friend in their quickened motions and cheerful faces.,MWS
6094,id14701,"He sat by her, he took her hand, and said a thousand things which breathed the deepest spirit of compassion and affection.",MWS
6095,id18208,"The idea of renewing my labours did not for one instant occur to me; the threat I had heard weighed on my thoughts, but I did not reflect that a voluntary act of mine could avert it.",MWS
6096,id21491,No word of comment followed; each reader made his own fearful one.,MWS
6097,id18467,Words are impotent to convey any just idea of the fierceness of resistance with which she wrestled with the Shadow.,EAP
6098,id05790,"In the confusion attending my fall, I did not immediately apprehend a somewhat startling circumstance, which yet, in a few seconds afterward, and while I still lay prostrate, arrested my attention.",EAP
6099,id09442,None but those who have experienced them can conceive of the enticements of science.,MWS
6100,id13818,Woodville was free from all these evils; and if slight examples did come across him he did not notice them but passed on in his course as an angel with winged feet might glide along the earth unimpeded by all those little obstacles over which we of earthly origin stumble.,MWS
6101,id16112,"""Common affection might have been satisfied with common usages.",MWS
6102,id19893,One definite flash I shall always remember.,HPL
6103,id22400,"One secret which I alone possessed was the hope to which I had dedicated myself; and the moon gazed on my midnight labours, while, with unrelaxed and breathless eagerness, I pursued nature to her hiding places.",MWS
6104,id06281,"The fellow's eyes had been closed; but in the dragging of his body to the rail they were jarred open, and many seemed to entertain a queer delusion that they gazed steadily and mockingly at Schmidt and Zimmer, who were bent over the corpse.",HPL
6105,id09217,"At length we arrived at the harbour; it was agitated by the outward swell of the sea; the beach, as far could be discerned, was covered by a moving multitude, which, urged by those behind toward the sea, again rushed back as the heavy waves with sullen roar burst close to them.",MWS
6106,id06943,"""You know,"" he said, ""there are things that won't do for Newbury Street things that are out of place here, and that can't be conceived here, anyhow.",HPL
6107,id23843,"That at least two of the fear's embodiments were destroyed, formed but a slight guarantee of mental and physical safety in this Acheron of multiform diabolism; yet I continued my quest with even greater zeal as events and revelations became more monstrous.",HPL
6108,id25455,There seemed to be a change in the old man an added element of furtiveness in the clouded brain which subtly transformed him from an object to a subject of fear though he was not one to be perturbed by any common family event.,HPL
6109,id06743,"His relations of their manners, his anecdotes and descriptions of scenery whiled away delicious hours, when we were tired of talking of our own plans of future life.",MWS
6110,id19259,"They were by no means uncivilized, however, but cultivated various arts and even sciences after a fashion of their own.",EAP
6111,id02905,"That heart sinking feeling was painted in her sunk eyes and spiritless attitude; a cloud was on her beauty, and frequent sighs were tokens of her distress.",MWS
